"Facility_hydroid","Facility","Use_Type","Locality","FIPS_code","dh_geofield"
72091,"BUFFALO FARMS INC","agriculture","Lexington",51678,"POINT (-79.519722 37.7455555)"
72092,"DRIFTWOOD BEACH SERVICE AREA","municipal","Westmoreland",51193,"POINT (-76.885277777778 38.176944444444)"
72093,"AUBREY L TURNER","irrigation","Page",51139,"POINT (-78.455327 38.638053)"
72094,"PHILPOTT HYDROPOWER PLANT","hydropower","Henry",51089,"POINT (-80.027222222222 36.780833333333)"
72095,"EAGLEVIEW MHP","municipal","Pulaski",51155,"POINT (-80.594444444444 37.163888888889)"
72098,"ALVIN RICE JR","irrigation","Brunswick",51025,"POINT (-99 -99)"
72099,"ROBERT L SEWARD","irrigation","Brunswick",51025,"POINT (-99 -99)"
72100,"M S TERRELL & SONS INC","irrigation","Essex",51057,"POINT (-77.002222222222 38.045277777778)"
72101,"SAMPSON TOWNES","irrigation","Mecklenburg",51117,"POINT (-9 -9)"
72102,"GENISIS PREP PLANT","mining","Tazewell",51185,"POINT (-81.751666666667 37.126111111111)"
72103,"HAROLD R MASSIE","irrigation","Augusta",51015,"POINT (-99 -99)"
72104,"RICHARD AVERY","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72105,"JAMES W POTTS","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72106,"L O PHILLIPS","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72109,"FULFLEX OF VIRGINIA","manufacturing","Patrick",51141,"POINT (-80.245277777778 36.64)"
72110,"PRINCE FARM","irrigation","Sussex",51183,"POINT (-77.38721 36.93374)"
72111,"Pendleton Golf Club","commercial","Caroline",51033,"POINT (-77.534 38.038)"
72112,"BURKEVILLE SERVICE AREA","municipal","Nottoway",51135,"POINT (-78.201388888889 37.1875)"
72113,"M G RAINEY","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72114,"NEIL WELLS","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72115,"TONY VALENTA","irrigation","Dinwiddie",51053,"POINT (-77.50669 37.13076)"
72116,"MRS EMILY JEFFERSON","irrigation","Franklin County",51067,"POINT (-99 -99)"
72117,"ANGEL ROSE FARM","irrigation","Sussex",51183,"POINT (-77.209005 36.93144)"
72118,"Center Pivot Irrigation","irrigation","Shenandoah",51171,"POINT (-78.865795 38.485813)"
72119,"JAMES N ADAMS","irrigation","Lunenburg",51111,"POINT (-99 -99)"
72120,"MACK T TRENT","irrigation","Charlotte",51037,"POINT (-99 -99)"
72122,"Honey Bee Golf Course","commercial","Virginia Beach",51810,"POINT (-76.128936 36.77752)"
72123,"DARL SERVICE AREA","municipal","Westmoreland",51193,"POINT (-77.020833333333 38.251111111111)"
72124,"OLD PROSPECT LANDING","municipal","Westmoreland",51193,"POINT (-76.726944444444 38.066666666667)"
72125,"Mary Mother of the Church Abbey/Benedictine College Preparatory","commercial","Goochland",51075,"POINT (-77.68 37.58)"
72130,"MONTROSS MOBILE HOME VILLAGE","municipal","Westmoreland",51193,"POINT (-76.779166666667 38.071111111111)"
72131,"SCOTT COUNTY GOLF COURSE","commercial","Scott",51169,"POINT (-82.561111111111 36.656111111111)"
72132,"REDFIELD FARM INC/MENDEL FARMS","irrigation","Amelia",51007,"POINT (-99 -99)"
72133,"MARLE HILL SERVICE AREA","municipal","King William",51101,"POINT (-77.142777777778 37.728611111111)"
72135,"R I CARRAWAY","irrigation","Sussex",51183,"POINT (-77.5527812 36.9305179)"
72136,"MAURERTOWN PLANT","manufacturing","Shenandoah",51171,"POINT (-78.466111111111 38.929166666667)"
72137,"BERKELEY ELEMENTARY SCHOOL","commercial","Spotsylvania",51177,"POINT (-77.616944444444 38.121388888889)"
72138,"BYRD PARK HYDROPOWER PLANT","hydropower","Richmond City",51760,"POINT (-77.436048 37.533139)"
72139,"JOHN T WILLIAMS","irrigation","Mecklenburg",51117,"POINT (-99 -99)"
72140,"FARM POND","irrigation","Halifax",51083,"POINT (-78.882325 36.6690701)"
72143,"THE OSPREYS AT BELMONT BAY","commercial","Fairfax County",51059,"POINT (-77.230237 38.652493)"
72144,"SHRECKHISE NURSERIES","irrigation","Rockingham",51165,"POINT (-78.823879 38.278152)"
72149,"WAYNE C BARNES","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72150,"EDGEWOOD FARM","irrigation","Amelia",51007,"POINT (-77.958888 37.4822222)"
72151,"LINDA S WILMOTH","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
72152,"MOCCASIN GAP WTP","municipal","Scott",51169,"POINT (-82.558611111111 36.638611111111)"
72153,"Heritage Golf Club ","commercial","Henry",51089,"POINT (-79.938981 36.741875)"
72158,"M D ROBERTS","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72159,"ALICE BARNES","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72160,"SOUTH HILL BANKS SERVICE AREA","municipal","Essex",51057,"POINT (-76.718888888889 37.758333333333)"
72161,"Dublin Farms Inc.","irrigation","Accomack",51001,"POINT (-75.4631533 37.9697604)"
72162,"BATTLEFIELD GOLF COURSE","commercial","Chesapeake",51550,"POINT (-76.182 36.68929)"
72163,"KENNETH G REYNOLDS","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
72164,"J C ABERNATHY","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72166,"GERARD B ROGERSON","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72167,"CURTIS MITCHELL","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72169,"GERALD B WILLIAMS","irrigation","Franklin County",51067,"POINT (-79.677983 36.86112)"
72170,"FRANK ELKO","irrigation","Chesterfield",51041,"POINT (-99 -99)"
72172,"MICHAEL J ELKO III","irrigation","Chesterfield",51041,"POINT (-99 -99)"
72173,"GLEN LYN POWER PLANT","fossilpower","Giles",51071,"POINT (-80.863888888889 37.370277777778)"
72174,"W A PROSISE","irrigation","Nottoway",51135,"POINT (-99 -99)"
72177,"NICK KERNICH","irrigation","Powhatan",51145,"POINT (-99 -99)"
72178,"WALLACE PELL","irrigation","Chesterfield",51041,"POINT (-99 -99)"
72179,"WILLIAM D. KITE","irrigation","Rockingham",51165,"POINT (-78.638514 38.454101)"
72180,"NATURAL BRIDGE SERVICE AREA","municipal","Rockbridge",51163,"POINT (-79.504166666667 37.620833333333)"
72183,"Howard T. Yeatts, Jr.","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
72184,"PAUL C LEWIS","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
72185,"A L BAILEY FARMS","irrigation","Sussex",51183,"POINT (-77.0159742 37.0057915)"
72186,"ASHLAND FARMS","irrigation","Rockbridge",51163,"POINT (-99 -99)"
72187,"LEON M HEATWOLE","irrigation","Rockingham",51165,"POINT (-78.753427 38.642308)"
72188,"JOHN WALKER","irrigation","Augusta",51015,"POINT (-99 -99)"
72189,"DAVID BARNES","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72190,"THOMAS SCOTT","irrigation","Dinwiddie",51053,"POINT (-77.505997 37.131986)"
72191,"Historic Rock Spring Water Company, LLC ","commercial","Loudoun",51107,"POINT (-77.5736 39.1172)"
72192,"COLONIAL HEIGHTS PLANT","manufacturing","Chesterfield",51041,"POINT (-77.384166666667 37.3)"
72194,"Austinville WTP","municipal","Wythe",51197,"POINT (-80.925555555556 36.8525)"
72195,"WINFREYS STRAWBERRIES","irrigation","Hanover",51085,"POINT (-99 -99)"
72198,"QUAIL HILL ORCHARD","irrigation","Hanover",51085,"POINT (-77.28591 37.6951232)"
72200,"LAWRENCE HOBBS","irrigation","Dinwiddie",51053,"POINT (-77.569444 36.930573)"
72203,"The Club at Ironwood","commercial","Augusta",51015,"POINT (-79.013333333333 38.171388888889)"
72204,"PEACE NURSERIES","irrigation","Hanover",51085,"POINT (-77.27 37.558888888889)"
72205,"CAMP UPSHUR SERVICE AREA","commercial","Prince William",51153,"POINT (-77.527777777778 38.627777777778)"
72207,"Signature at West Neck","commercial","Virginia Beach",51810,"POINT (-76.060796 36.735763)"
72211,"Vic Thomas Striped Bass Hatchery","agriculture","Campbell",51031,"POINT (-78.940368 37.038388)"
72212,"YAGLE NURSERY INC.","irrigation","Montgomery",51121,"POINT (-80.221142 37.223615)"
72214,"City of Martinsville WTP","municipal","Martinsville",51690,"POINT (-79.865277777778 36.704166666667)"
72216,"BELAIRE FARM","irrigation","Middlesex",51119,"POINT (-76.37831 37.562361)"
72217,"Sheryl ASHWORTH","irrigation","Pittsylvania",51143,"POINT (-79.474907 36.658918)"
72219,"OLD HICKORY GOLF CLUB","commercial","Fairfax County",51059,"POINT (-77.344662 38.69618)"
72222,"CEDARS COUNTRY CLUB","commercial","Pittsylvania",51143,"POINT (-79.418799 36.8902209)"
72223,"Harrisonburg CCAP","commercial","Rockingham",51165,"POINT (-78.816666666667 38.531944444444)"
72224,"MEADOW FARM","irrigation","Caroline",51033,"POINT (-77.431674 37.835573)"
72225,"FALL POINT FARM","irrigation","Caroline",51033,"POINT (-99 -99)"
72226,"WARM SPRINGS SERVICE AREA","municipal","Bath",51017,"POINT (-79.7875 38.045)"
72227,"DELMAS SOWELL","irrigation","Charlotte",51037,"POINT (-99 -99)"
72228,"ATWOOD FARMS","irrigation","Page",51139,"POINT (-78.458075 38.643124)"
72229,"Beechwood/Jordan on the James","municipal","Prince George",51149,"POINT (-77.21154779 37.28803917)"
72230,"SHENVALEE LODGE INC","commercial","Shenandoah",51171,"POINT (-78.670833333333 38.640277777778)"
72231,"RICHMOND QUARRY","mining","Richmond City",51760,"POINT (-77.419444444444 37.506944444444)"
72232,"MAPLE LANE HOLSTEINS LLC","irrigation","Rockingham",51165,"POINT (-78.765837 38.324863)"
72233,"WATKINS NURSERIES INC","irrigation","Chesterfield",51041,"POINT (-77.706844 37.506483)"
72234,"Brickshire, The Golf Club at ","commercial","New Kent",51127,"POINT (-76.996005 37.477937)"
72235,"BELLE MEADE FARM","irrigation","Essex",51057,"POINT (-99 -99)"
72237,"STANLEY SERVICE AREA","municipal","Page",51139,"POINT (-78.504166666667 38.575)"
72238,"GLEN WILTON SERVICE AREA","municipal","Botetourt",51023,"POINT (-79.923055555556 37.415555555556)"
72239,"GREENWOOD PLANT","manufacturing","Albemarle",51003,"POINT (-78.786111111111 38.044444444444)"
72240,"EDWARD G BULLOCK","irrigation","Mecklenburg",51117,"POINT (-99 -99)"
72242,"John Ed Farm","irrigation","Accomack",51001,"POINT (-75.811912 37.571669)"
72243,"DAIRY FARM","irrigation","Rockingham",51165,"POINT (-78.9531152 38.4917745)"
72244,"TUCKS FARMS","irrigation","Bedford County",51019,"POINT (-79.597746 37.135792)"
72245,"CLOVERLAND","irrigation","Prince William",51153,"POINT (-77.621146 38.931143)"
72246,"EAST COAST TRANSPORT, JAMES RIVER INTAKE ","fossilpower","Buckingham",51029,"POINT (-78.288611111111 37.706111111111)"
72247,"HENRICO COUNTY WTP & Service Area","municipal","Henrico",51087,"POINT (-77.578333333333 37.629722222222)"
72248,"PARK FOREST FARM","agriculture","Mecklenburg",51117,"POINT (-99 -99)"
72249,"Longwood Golf Course","commercial","Prince Edward",51147,"POINT (-78.3825386 37.2880331)"
72250,"Storage Reservoir (CVWSC)","fossilpower","Buckingham",51029,"POINT (-78.288611111111 37.706111111111)"
72251,"HOPEWELL DISTRICT","municipal","Hopewell",51670,"POINT (-77.2794016 37.300642)"
72252,"RICHLANDS SERVICE AREA","municipal","Tazewell",51185,"POINT (-81.806944444444 37.094444444444)"
72253,"RIVERDALE SERVICE AREA","municipal","Essex",51057,"POINT (-76.838888888889 37.9125)"
72255,"GARRETT FARMS INC","irrigation","Roanoke County",51161,"POINT (-80.101839 37.277121)"
72257,"CARL V SHELL","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72258,"RAPHINE SERVICE AREA","municipal","Rockbridge",51163,"POINT (-79.233333333333 37.9375)"
72259,"CAMP BARRETT WTP","commercial","Stafford",51179,"POINT (-77.438888888889 38.506944444444)"
72260,"BLACKSBURG PLANT","manufacturing","Montgomery",51121,"POINT (-80.400277777778 37.195277777778)"
72262,"BRYCE RESORT","commercial","Shenandoah",51171,"POINT (-78.790277777778 38.806944444444)"
72263,"LEXINGTON GOLF & COUNTRY CLUB","commercial","Rockbridge",51163,"POINT (-79.465555555556 37.771666666667)"
72264,"Beef Farm","irrigation","Augusta",51015,"POINT (-78.901872 38.230253)"
72265,"HENRY C LONGEST","irrigation","King and Queen",51097,"POINT (-99 -99)"
72266,"REEDVILLE PLANT","manufacturing","Northumberland",51133,"POINT (-76.283611111111 37.829722222222)"
72267,"MILLWOOD I & II","municipal","Fauquier",51061,""
72268,"VIRGINIA SOLID FUELS INC","manufacturing","Fauquier",51061,"POINT (-77.723055555556 38.544722222222)"
72270,"MT. PLEASANT GREENHOUSE","irrigation","King William",51101,"POINT (-99 -99)"
72271,"PRINCE GEORGE GOLF COURSE","commercial","Prince George",51149,"POINT (-77.255555555556 37.138888888889)"
72273,"The Federal Club","commercial","Hanover",51085,"POINT (-77.6044 37.7625)"
72274,"CUB RUN DAIRY LC","irrigation","Rockingham",51165,"POINT (-78.770887 38.337071)"
72275,"RIDGEVIEW-IVYLEA SERVICE AREA","municipal","Bedford County",51019,"POINT (-79.25 37.395833333333)"
72278,"DOUBLE M FARMS","irrigation","Rockingham",51165,"POINT (-99 -99)"
72279,"WISE FARM LLC","irrigation","Augusta",51015,"POINT (-99 -99)"
72280,"ROANOKE PLANT","manufacturing","Roanoke City",51770,"POINT (-79.931944444444 37.3175)"
72281,"SONNY ACRE FARM","irrigation","Augusta",51015,"POINT (-79.025128 38.019569)"
72282,"MORTAGE MANOR","irrigation","Augusta",51015,"POINT (-99 -99)"
72283,"JACKSON RIVER BERRY FARM","irrigation","Alleghany",51005,"POINT (-99 -99)"
72284,"WEBB WATER SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.927777777778 37.230555555556)"
72286,"TWIN CEDARS SERVICE AREA","municipal","Caroline",51033,"POINT (-77.411666666667 38.161944444444)"
72287,"J P LINGERFELT","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72289,"DAVIS PRODUCE","irrigation","New Kent",51127,"POINT (-76.894794 37.543617)"
72290,"IVY CREEK GOLF COURSE","commercial","Albemarle",51003,"POINT (-78.588888888889 38.05)"
72291,"North Spring","municipal","Loudoun",51107,"POINT (-77.5465238 39.1458809)"
72292,"Virginia Golf Center","commercial","Fairfax County",51059,"POINT (-77.39978 38.82813)"
72293,"AFTON PLANT","manufacturing","Albemarle",51003,"POINT (-78.8125 38.031111111111)"
72294,"TOMAHURD PLANATION","irrigation","Charles City",51036,"POINT (-76.896434 37.252406)"
72295,"FREDERICKSBURG PLANT","mining","Stafford",51179,"POINT (-77.416944444444 38.261666666667)"
72297,"VALLEY VIEW MOBILE HOME PARK","municipal","Rockingham",51165,"POINT (-78.822222222222 38.477777777778)"
72298,"ROSLYN FARM","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
72299,"CARLTON BUTLER","irrigation","Isle of Wight",51093,"POINT (-99 -99)"
72302,"LAKE WRIGHT","municipal","Norfolk",51710,"POINT (-76.2125 36.8725)"
72303,"Sly Fox Golf Club","commercial","Warren",51187,"POINT (-78.222161 38.980145)"
72305,"HIGH KNOB","municipal","Warren",51187,"POINT (-78.1225 38.896666666667)"
72307,"PEMBROKE SERVICE AREA","municipal","Giles",51071,"POINT (-80.640277777778 37.319444444444)"
72308,"I-95 SOUTH-EMPORIA REST AREA","commercial","Greensville",51081,"POINT (-77.574166666667 36.546111111111)"
72310,"HAYFIELD SAND AND GRAVEL","mining","Caroline",51033,"POINT (-77.327222222222 38.243055555556)"
72311,"FAIRFIELD FARM INC","irrigation","Middlesex",51119,"POINT (-99 -99)"
72312,"I-64 GOOCHLAND REST AREA","commercial","Goochland",51075,"POINT (-99 -99)"
72313,"Moutoux Orchard","irrigation","Loudoun",51107,"POINT (-77.690268 39.195752)"
72314,"NVCCL Campus Project","manufacturing","Loudoun",51107,"POINT (-99 99)"
72315,"RIVERSIDE DAIRY","irrigation","Rockingham",51165,"POINT (-78.976666666667 38.410277777778)"
72316,"NEW MARKET SERVICE AREA","municipal","Shenandoah",51171,"POINT (-78.672222222222 38.647222222222)"
72317,"HOLSINGER DAIRY FARM","irrigation","Augusta",51015,"POINT (-78.8515377 38.1328856)"
72318,"Emporia Country Club","commercial","Greensville",51081,"POINT (-77.49735 36.75265)"
72320,"GRAYS CREEK FARMS INC","irrigation","Surry",51181,"POINT (-76.822385 37.167401)"
72321,"BURRUSS AND BURRUSS INC","irrigation","Caroline",51033,"POINT (-99 -99)"
72322,"MADISON (TOWN) WTP","municipal","Madison",51113,"POINT (-78.291111111111 38.3725)"
72325,"CLEARWATER PARK SERVICE AREA","municipal","Alleghany",51005,"POINT (-79.988333333333 37.838055555556)"
72326,"HOPEWELL PLANT","manufacturing","Hopewell",51670,"POINT (-77.266111111111 37.303611111111)"
72327,"PORT TOBACCO","commercial","Charles City",51036,"POINT (-77.260277777778 37.335)"
72328,"Roanoke Cement Company","manufacturing","Botetourt",51023,"POINT (-79.994444444444 37.461944444444)"
72330,"MOUNT STIRLING","irrigation","New Kent",51127,"POINT (-77.038459 37.421126)"
72332,"MANASSAS","manufacturing","Prince William",51153,"POINT (-77.527777777778 38.770833333333)"
72333,"RICHARD BYRUM","irrigation","Isle of Wight",51093,"POINT (-99 -99)"
72335,"GEORGE W FANSON III","irrigation","Halifax",51083,"POINT (-99 -99)"
72336,"WILLIAMSBURG COUNTRY CLUB","commercial","York",51199,"POINT (-76.641111111111 37.238888888889)"
72344,"MOUNT JACKSON SERVICE AREA","municipal","Shenandoah",51171,"POINT (-78.641666666667 38.745833333333)"
72345,"LINVILLE PLANT","manufacturing","Rockingham",51165,"POINT (-78.833888888889 38.536111111111)"
72346,"INDEPENDENT SYSTEMS","municipal","Isle of Wight",51093,"POINT (-76.515277777778 36.945555555556)"
72348,"Fauquier Springs Country Club","commercial","Fauquier",51061,"POINT (-77.873478 38.653918)"
72349,"SUNSET VIEW FARM","irrigation","Isle of Wight",51093,"POINT (-76.861247 36.781528)"
72350,"Prince George Woods","municipal","Prince George",51149,"POINT (-77.325661 37.211417)"
72351,"FOX RUN FARMS, LLC.","irrigation","Augusta",51015,"POINT (-78.872459 38.289967)"
72354,"ROANOKE PLANT","manufacturing","Roanoke City",51770,"POINT (-80.003333333333 37.267777777778)"
72355,"HAMPTON BLVD READY MIX PLANT","manufacturing","Norfolk",51710,"POINT (-76.323333333333 36.933055555556)"
72357,"VIRGINIA BAPTIST CHILDREN HOME","commercial","Salem",51775,"POINT (-80.064166666667 37.304166666667)"
72362,"CAVE VIEW FARMS INC","irrigation","Augusta",51015,"POINT (-78.888333333333 38.290833333333)"
72363,"OAKLAND FARMS, INC.","irrigation","Augusta",51015,"POINT (-78.879911 38.2811949)"
72364,"LAKEVIEW DAIRY","irrigation","Rockingham",51165,"POINT (-78.947288 38.425045)"
72365,"Eaglewood Golf Course","commercial","Hampton",51650,"POINT (-76.370444 37.092649)"
72366,"Plane River Farm","irrigation","Augusta",51015,"POINT (-78.8707529 38.272633)"
72369,"DUNGADIN HEIGHTS SERVICE AREA","municipal","Warren",51187,"POINT (-78.241666666667 38.888888888889)"
72370,"Darling Ingredients, INC-WINCHESTER PLANT","manufacturing","Frederick",51069,"POINT (-78.245833333333 39.227777777778)"
72371,"Winton Country Club and Golf Course","commercial","Amherst",51009,"POINT (-79 37)"
72373,"INDEPENDENT HILL SERVICE AREA","municipal","Prince William",51153,"POINT (-77.438333333333 38.6275)"
72374,"TANGLEWOOD SHORES-U","municipal","Mecklenburg",51117,"POINT (-99 99)"
72375,"SILVER LEAF FARMS","irrigation","Northampton",51131,"POINT (-99 -99)"
72376,"SCOTTSBURG SERVICE AREA","municipal","Halifax",51083,"POINT (-78.750277777778 36.740833333333)"
72377,"VIEW LAND SERVICE AREA","municipal","Montgomery",51121,"POINT (-80.4375 37.113888888889)"
72378,"RAPHINE PLANT","manufacturing","Augusta",51015,"POINT (-79.176388888889 37.956666666667)"
72379,"JOE B ANDES","irrigation","Augusta",51015,"POINT (-78.975097 38.21884)"
72380,"YAROS FARMS INC","irrigation","Northampton",51131,"POINT (-76.0055746 37.1992567)"
72381,"EDINBURG PLANT","manufacturing","Shenandoah",51171,"POINT (-78.611388888889 38.876944444444)"
72383,"WESTWOOD SERVICE AREA","municipal","Henry",51089,"POINT (-80.073611111111 36.748611111111)"
72386,"Tazewell County Country Club","commercial","Tazewell",51185,"POINT (-81.626692 37.105808)"
72388,"Davis and Pratt Farms","irrigation","Caroline",51033,"POINT (-77.157261 38.151643)"
72389,"Colesville Nursery","irrigation","Hanover",51085,"POINT (-77.458412 37.783203)"
72390,"EVERETT N WATSON JR","irrigation","Northampton",51131,"POINT (-75.9095866 37.3645804)"
72391,"Stoney Run Farms, Inc.","irrigation","Rockingham",51165,"POINT (-78.7241612 38.3390095)"
72393,"STRASBURG SERVICE AREA","municipal","Shenandoah",51171,"POINT (-78.361111111111 38.988888888889)"
72394,"Belmont Country Club","commercial","Loudoun",51107,"POINT (-77.497247 39.059936)"
72396,"SHENANDOAH (TOWN) SERVICE AREA","municipal","Page",51139,"POINT (-78.621666666667 38.485833333333)"
